id,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm446574,MOVIE,2018,PG-13,100,"['comedy', 'romance']","['CA', 'ZA', 'US']",0.0,tt4329242,5.9,2142.0,8.818,6.1
ts82631,SHOW,2018,Unknown,53,"['crime', 'action']",['TH'],1.0,tt8507498,7.9,92.0,3.109,6.0
tm316923,MOVIE,2017,Unknown,118,"['drama', 'family', 'history', 'european']",['ID'],0.0,tt6094994,7.6,511.0,1.633,7.6
tm348386,MOVIE,2017,Unknown,27,"['documentation', 'sport', 'war']",['US'],0.0,tt6081408,7.1,286.0,1.642,7.1
tm315865,MOVIE,2017,Unknown,100,['documentation'],['BR'],0.0,tt6795136,7.0,688.0,2.196,7.3
tm285329,MOVIE,2017,Unknown,80,['comedy'],['US'],0.0,tt5792472,4.7,3130.0,9.312,5.2
tm363181,MOVIE,2017,G,39,"['documentation', 'comedy', 'romance']",['IN'],0.0,tt4389410,3.9,25.0,2.474,7.7
tm325433,MOVIE,2017,Unknown,90,['comedy'],"['AR', 'ES']",0.0,tt6580972,5.0,973.0,6.135,5.1
tm326773,MOVIE,2018,PG-13,113,"['drama', 'european']",['ES'],0.0,tt6053948,6.9,3484.0,5.05,6.7
ts83025,SHOW,2017,Unknown,45,['documentation'],[],2.0,tt8159960,7.8,198.0,3.514,8.0
tm407730,MOVIE,2018,Unknown,93,"['horror', 'thriller', 'comedy']",['ID'],0.0,tt8512320,3.9,496.0,4.337,4.1
tm370430,MOVIE,2017,Unknown,84,['documentation'],"['MX', 'US']",0.0,tt6768350,6.0,1502.0,5.251,6.6
ts84167,SHOW,2018,TV-MA,83,"['drama', 'romance', 'crime']",['TW'],1.0,tt8931836,8.6,49.0,3.856,6.0
tm309115,MOVIE,2017,Unknown,147,"['thriller', 'action', 'drama']",['IN'],0.0,tt6170954,6.2,6712.0,5.584,5.8
tm436266,MOVIE,2018,R,88,"['drama', 'action', 'documentation']",['NZ'],0.0,tt6936350,6.1,256.0,2.736,7.7
tm428483,MOVIE,2018,Unknown,104,['romance'],['PH'],0.0,tt7619554,6.3,290.0,2.726,6.8
tm416341,MOVIE,2017,Unknown,118,"['drama', 'action']",['JP'],0.0,tt7624932,7.7,636.0,4.243,6.4
tm411257,MOVIE,2018,PG,62,['comedy'],['US'],0.0,tt8324578,6.1,1448.0,4.617,6.3
tm451171,MOVIE,2018,Unknown,130,"['thriller', 'drama', 'romance']",['NG'],0.0,tt8326250,4.7,126.0,0.873,6.4
tm435487,MOVIE,2018,Unknown,125,"['horror', 'comedy', 'drama', 'thriller']",['ID'],0.0,tt9044128,5.5,894.0,2.673,5.7
tm327951,MOVIE,2017,Unknown,116,"['thriller', 'horror']",['ID'],0.0,tt6409782,5.2,534.0,6.813,5.6
tm417111,MOVIE,2018,Unknown,104,['comedy'],['PE'],0.0,tt8435268,6.1,1972.0,9.983,6.8
ts81886,SHOW,2018,TV-G,23,"['comedy', 'music']",['US'],1.0,tt7661368,4.8,708.0,1.987,4.6
tm425748,MOVIE,2017,PG,116,"['comedy', 'romance']",['ZW'],0.0,tt7981318,6.1,337.0,1.397,6.1
tm430057,MOVIE,2018,Unknown,90,"['documentation', 'european']","['AT', 'IQ', 'US']",0.0,tt7683350,4.8,162.0,2.08,5.3
tm353875,MOVIE,2017,Unknown,90,"['comedy', 'drama']",['BR'],0.0,tt6964520,6.2,523.0,2.598,7.3
tm313472,MOVIE,2017,Unknown,112,"['thriller', 'crime', 'drama', 'european']",['AR'],0.0,tt6522634,6.5,1690.0,7.812,6.9
tm430496,MOVIE,2018,Unknown,58,['comedy'],['US'],0.0,tt8426270,6.6,606.0,2.164,5.2
ts77219,SHOW,2017,TV-14,40,"['drama', 'family', 'music', 'comedy']",['KR'],1.0,tt8835780,6.7,108.0,5.068,8.5
tm444043,MOVIE,2018,Unknown,84,"['drama', 'romance', 'comedy']",['CA'],0.0,tt8659750,5.0,994.0,2.681,5.6
ts82550,SHOW,2018,TV-MA,50,['reality'],[],1.0,tt8694342,6.5,73.0,0.6,7.5
tm317274,MOVIE,2017,Unknown,119,"['romance', 'comedy', 'drama']",['PH'],0.0,tt6725484,7.2,889.0,4.321,7.6
ts80445,SHOW,2018,Unknown,31,['comedy'],[],1.0,tt7698408,6.8,515.0,2.923,6.0
tm366025,MOVIE,2017,Unknown,88,"['comedy', 'european']",['FR'],0.0,tt9182404,7.9,133.0,4.741,7.8
tm321149,MOVIE,2018,G,88,"['animation', 'family']",['BR'],0.0,tt7804254,7.5,72.0,5.268,7.7
tm299771,MOVIE,2017,Unknown,57,"['comedy', 'european']",['FR'],0.0,tt6550440,6.9,396.0,5.986,6.7
tm369433,MOVIE,2018,Unknown,115,"['drama', 'romance', 'thriller', 'fantasy', 'horror', 'scifi']",['IN'],0.0,tt7797658,7.8,4967.0,2.596,7.0
tm313424,MOVIE,2018,PG-13,140,"['comedy', 'drama']",['IN'],0.0,tt7218518,7.9,25269.0,9.062,7.4
tm352705,MOVIE,2017,Unknown,67,['comedy'],['GB'],0.0,tt7539884,6.9,2094.0,5.01,7.1
tm328052,MOVIE,2017,Unknown,95,"['drama', 'sport', 'european']",['FR'],0.0,tt7222552,6.4,614.0,5.892,5.8
ts75320,SHOW,2017,TV-MA,89,"['drama', 'comedy']",['TW'],2.0,tt6284014,7.9,314.0,1.684,6.6
tm351171,MOVIE,2017,PG-13,115,['comedy'],['TR'],0.0,tt7535792,6.1,6656.0,4.757,5.8
tm326270,MOVIE,2017,Unknown,65,"['comedy', 'documentation']",['US'],0.0,tt9238720,6.6,526.0,3.661,7.4
tm336227,MOVIE,2017,Unknown,115,"['romance', 'comedy', 'drama']",['ZA'],0.0,tt6095982,5.8,552.0,1.972,4.4
ts57913,SHOW,2017,TV-MA,55,"['drama', 'romance']",['KR'],1.0,tt7022748,7.4,626.0,6.359,6.8
tm285712,MOVIE,2017,Unknown,69,['comedy'],['US'],0.0,tt6386352,6.7,1281.0,3.985,6.6
tm415245,MOVIE,2018,Unknown,80,"['drama', 'crime']",['MY'],0.0,tt6603812,6.6,634.0,4.038,6.3
tm322200,MOVIE,2018,G,108,"['comedy', 'scifi', 'action', 'european']",['ES'],0.0,tt4110388,5.4,3574.0,10.67,5.3
tm407349,MOVIE,2018,PG,91,['documentation'],['BR'],0.0,tt16114198,6.6,5.0,0.738,5.8
tm430090,MOVIE,2018,Unknown,107,"['crime', 'action', 'drama']",['PY'],0.0,tt7606620,5.9,719.0,22.156,6.9
tm360945,MOVIE,2018,PG-13,131,"['drama', 'sport']",['IN'],0.0,tt7690638,7.4,5103.0,2.69,7.5
tm299790,MOVIE,2017,Unknown,66,['comedy'],['US'],0.0,tt6555236,6.4,845.0,4.083,6.2
ts82887,SHOW,2018,TV-14,24,"['comedy', 'drama']",['JP'],1.0,tt8499662,6.8,102.0,5.757,7.3
tm361505,MOVIE,2017,Unknown,84,"['family', 'fantasy', 'comedy']",['CA'],0.0,tt7422638,3.9,1103.0,9.516,5.5
tm345767,MOVIE,2017,Unknown,90,"['horror', 'fantasy', 'drama', 'european']",['ES'],0.0,tt5586362,4.7,6331.0,5.857,5.3
tm294696,MOVIE,2017,PG-13,103,['comedy'],['TR'],0.0,tt6318200,6.2,3973.0,3.541,5.4
tm363088,MOVIE,2017,Unknown,69,['comedy'],['GB'],0.0,tt7736664,7.4,1587.0,2.765,7.9
tm319512,MOVIE,2017,Unknown,102,"['drama', 'music', 'romance', 'european']",['ES'],0.0,tt6336270,5.6,1750.0,7.602,6.1
tm432313,MOVIE,2018,Unknown,182,"['thriller', 'romance']",['IN'],0.0,tt6615648,8.0,1073.0,1.847,7.0
tm413129,MOVIE,2018,Unknown,155,"['history', 'action', 'war']",['PH'],0.0,tt8443480,6.7,799.0,5.421,6.9
tm316744,MOVIE,2017,Unknown,49,['comedy'],['US'],0.0,tt6218048,5.5,830.0,2.609,5.1
tm412515,MOVIE,2017,Unknown,69,"['documentation', 'european']","['IT', 'AR']",0.0,tt6721132,5.6,385.0,2.029,5.8
tm443283,MOVIE,2018,Unknown,91,"['music', 'documentation']",['US'],0.0,tt9203030,7.1,94.0,1.272,8.0
tm420311,MOVIE,2018,Unknown,115,"['romance', 'comedy', 'music']",['BR'],0.0,tt8583378,6.4,604.0,5.923,7.2
tm449860,MOVIE,2018,Unknown,169,"['drama', 'crime']",['NG'],0.0,tt8329618,6.1,404.0,3.082,6.4
ts77011,SHOW,2017,Unknown,30,"['drama', 'comedy', 'romance']",['JP'],1.0,tt7134506,6.7,244.0,5.712,7.5
tm314677,MOVIE,2017,Unknown,94,['drama'],['MX'],0.0,tt6436212,4.6,101.0,1.815,5.0
tm434179,MOVIE,2018,Unknown,116,"['documentation', 'history', 'european']",['ES'],0.0,tt8893608,6.4,677.0,2.607,6.8
tm415938,MOVIE,2018,Unknown,102,['drama'],['MX'],0.0,tt8267320,6.2,135.0,1.247,5.7
tm351688,MOVIE,2017,Unknown,81,"['comedy', 'documentation']",['US'],0.0,tt7427130,6.6,1096.0,3.101,6.1
tm275004,MOVIE,2017,Unknown,126,"['crime', 'action', 'comedy']",['CA'],0.0,tt4738174,6.6,4126.0,6.827,6.4
tm421335,MOVIE,2018,Unknown,70,['comedy'],['US'],0.0,tt8617844,7.3,3984.0,5.57,6.8
tm819641,MOVIE,2017,Unknown,90,['drama'],[],0.0,tt10546234,4.1,7.0,7.1405,6.5
tm326089,MOVIE,2017,PG-13,156,"['drama', 'comedy', 'romance']",['IN'],0.0,tt6272828,5.6,3906.0,4.208,6.2
tm431760,MOVIE,2018,Unknown,100,"['action', 'drama']",['MY'],0.0,tt9066070,6.8,2964.0,19.295,7.7
tm461349,MOVIE,2018,Unknown,69,['documentation'],['US'],0.0,tt10078502,7.3,333.0,2.044,5.5
tm444564,MOVIE,2018,R,150,"['thriller', 'comedy', 'romance']",['MX'],0.0,tt8276106,4.9,112.0,3.723,5.0
tm409376,MOVIE,2018,Unknown,100,"['drama', 'thriller', 'crime']",['CO'],0.0,tt7527694,5.4,1179.0,9.318,5.1
tm436171,MOVIE,2018,Unknown,122,"['drama', 'music']",['AR'],0.0,tt9426178,5.2,723.0,3.91,4.9
tm430748,MOVIE,2018,PG,130,"['thriller', 'action', 'drama', 'romance']",['IN'],0.0,tt8571410,6.9,809.0,1.63,6.5
ts81632,SHOW,2017,TV-MA,84,"['horror', 'drama']",['TW'],1.0,tt7053684,2.3,137.0,1.808,8.3
ts83710,SHOW,2018,TV-MA,44,['documentation'],['US'],1.0,tt8893502,6.7,421.0,8.639,7.7
tm356666,MOVIE,2017,R,84,"['comedy', 'documentation']",['US'],0.0,tt7582890,7.8,1436.0,4.414,7.4
ts265844,SHOW,2018,TV-PG,68,[],[],1.0,tt12635254,9.6,7.0,10.637,7.5
tm422359,MOVIE,2018,Unknown,110,"['thriller', 'horror']",['PH'],0.0,tt8821182,4.3,603.0,3.905,5.0
tm431275,MOVIE,2018,Unknown,96,"['drama', 'thriller', 'crime', 'documentation', 'european']",['EG'],0.0,tt5639722,6.8,593.0,1.084,7.6
tm352951,MOVIE,2017,Unknown,111,"['thriller', 'crime']",['PH'],0.0,tt7512304,6.6,234.0,1.775,6.2
tm362047,MOVIE,2017,Unknown,60,['comedy'],['US'],0.0,tt6856186,6.8,840.0,3.711,7.3
tm323300,MOVIE,2017,Unknown,78,['documentation'],['US'],0.0,tt6333072,7.2,1531.0,6.826,7.3
tm357708,MOVIE,2017,Unknown,102,"['comedy', 'fantasy']",['KR'],0.0,tt7967580,6.1,616.0,3.677,6.5
tm444821,MOVIE,2018,Unknown,92,"['comedy', 'european']",['IT'],0.0,tt8775056,4.5,767.0,6.368,4.2
tm351505,MOVIE,2017,Unknown,100,['documentation'],['KR'],0.0,tt7867724,6.0,35.0,1.785,8.8
tm408257,MOVIE,2018,Unknown,78,['comedy'],"['AR', 'US']",0.0,tt7607452,6.9,108.0,1.366,7.5
ts272185,SHOW,2017,Unknown,11,"['animation', 'comedy']",['KR'],1.0,tt11256118,8.4,32.0,0.6,7.5
ts53166,SHOW,2017,Unknown,26,"['comedy', 'family']",['US'],1.0,tt5779222,8.2,328.0,3.104,8.5
tm435333,MOVIE,2018,Unknown,102,"['comedy', 'drama']",['JP'],0.0,tt9765900,6.8,55.0,2.918,1.0
tm411856,MOVIE,2018,Unknown,67,['comedy'],['US'],0.0,tt8342748,6.5,837.0,2.215,5.9
tm358188,MOVIE,2017,Unknown,54,['comedy'],['MX'],0.0,tt7587068,4.9,101.0,0.946,4.3
tm684591,MOVIE,2018,PG-13,100,"['comedy', 'sport']",['AE'],0.0,tt10078900,5.8,9.0,0.891,2.0
ts57281,SHOW,2017,TV-Y7,23,"['animation', 'comedy', 'family', 'fantasy']",['US'],1.0,tt6865906,7.5,559.0,6.454,8.5
tm345225,MOVIE,2017,Unknown,107,"['thriller', 'crime']",['IN'],0.0,tt4699202,6.5,2191.0,2.288,5.0
tm443537,MOVIE,2018,Unknown,159,['drama'],['IN'],0.0,tt8784906,8.5,1071.0,1.486,6.5
tm311902,MOVIE,2017,Unknown,61,['comedy'],['US'],0.0,tt6664120,7.0,1324.0,4.476,6.9
tm368350,MOVIE,2018,Unknown,96,"['fantasy', 'drama', 'european']","['FR', 'IN', 'SG']",0.0,tt6346982,6.8,251.0,0.925,5.9
tm434126,MOVIE,2018,Unknown,62,['comedy'],['BR'],0.0,tt9038520,6.5,214.0,2.171,6.7
tm361312,MOVIE,2017,Unknown,25,"['fantasy', 'comedy', 'family']",['US'],0.0,tt7018722,5.7,156.0,5.004,6.2
ts87591,SHOW,2017,TV-14,37,"['drama', 'crime']",['US'],1.0,tt5338544,5.6,155.0,1.307,7.0
tm431081,MOVIE,2018,Unknown,95,"['drama', 'comedy']",['NG'],0.0,tt7707314,5.7,1444.0,4.696,6.0
tm420800,MOVIE,2018,Unknown,95,"['romance', 'comedy', 'drama', 'european']",['FR'],0.0,tt15739130,5.4,1726.0,8.15,5.1
ts80692,SHOW,2018,TV-MA,45,['reality'],['JP'],1.0,tt8477194,6.6,210.0,0.6,5.7
ts113031,SHOW,2018,TV-MA,23,['reality'],[],2.0,tt7983796,3.4,116.0,1.651,5.5
ts75138,SHOW,2017,Unknown,63,['drama'],['KR'],1.0,tt7094798,7.3,261.0,3.509,7.3
tm373134,MOVIE,2018,G,100,['comedy'],['TR'],0.0,tt8045670,5.4,1282.0,1.997,3.6
tm348191,MOVIE,2017,Unknown,111,"['drama', 'comedy', 'romance']",['PH'],0.0,tt7127344,7.6,531.0,2.255,7.8
tm375091,MOVIE,2018,Unknown,68,"['comedy', 'documentation']",['US'],0.0,tt7655590,6.5,1390.0,5.269,6.4
ts55576,SHOW,2017,TV-Y7,22,"['comedy', 'sport', 'animation', 'action', 'family']",['US'],2.0,tt6591468,7.8,489.0,3.463,8.4
tm307383,MOVIE,2017,Unknown,94,"['documentation', 'european']","['FR', 'PS', 'CH', 'QA']",0.0,tt6568868,7.1,219.0,1.03,6.3
tm469399,MOVIE,2018,Unknown,101,"['drama', 'romance']",['IN'],0.0,tt3257794,6.2,684.0,2.281,6.0
tm347060,MOVIE,2017,PG-13,128,['comedy'],['IN'],0.0,tt6352548,5.5,1541.0,1.645,5.4
ts76646,SHOW,2017,TV-MA,26,"['action', 'comedy']",['JP'],1.0,tt7931520,7.0,116.0,2.467,8.0
ts81857,SHOW,2018,TV-MA,32,"['comedy', 'drama']",['MX'],1.0,tt8498114,6.4,816.0,4.798,7.8
tm430660,MOVIE,2018,Unknown,104,['horror'],['MY'],0.0,tt7059506,6.3,1654.0,3.387,5.7
tm430059,MOVIE,2018,Unknown,117,"['drama', 'comedy', 'romance']",['PH'],0.0,tt8769032,6.7,2695.0,4.045,6.9
ts101883,SHOW,2018,TV-PG,42,['documentation'],[],2.0,tt9642576,8.6,80.0,1.317,7.5
tm324753,MOVIE,2017,Unknown,73,['comedy'],['BR'],0.0,tt6852616,4.4,76.0,1.143,5.2
tm314138,MOVIE,2017,Unknown,90,"['comedy', 'documentation']",['BR'],0.0,tt6690322,4.4,245.0,1.418,6.5
tm327619,MOVIE,2017,Unknown,62,['comedy'],['IN'],0.0,tt7127976,4.3,330.0,2.401,4.6
tm244473,MOVIE,2017,Unknown,83,"['comedy', 'drama', 'european']","['NL', 'JO', 'DE']",0.0,tt5161784,6.6,665.0,1.323,6.3
ts84985,SHOW,2018,Unknown,22,['animation'],['GB'],3.0,tt8454808,6.6,92.0,7.167,8.3
tm371622,MOVIE,2018,Unknown,50,['comedy'],['AR'],0.0,tt7607370,5.7,360.0,3.202,5.3
tm464947,MOVIE,2018,Unknown,98,"['comedy', 'drama']",['NG'],0.0,tt9652322,4.7,269.0,2.748,5.6
tm442354,MOVIE,2018,Unknown,110,['drama'],['IN'],0.0,tt7822454,5.9,65.0,1.178,7.0
tm439678,MOVIE,2018,Unknown,93,"['romance', 'drama', 'music', 'comedy']",['AR'],0.0,tt7608430,4.7,68.0,8.878,5.3
tm446558,MOVIE,2018,Unknown,105,['comedy'],['TR'],0.0,tt8493514,6.2,4384.0,3.732,5.6
tm366383,MOVIE,2018,G,106,['comedy'],['TR'],0.0,tt7871636,4.7,2554.0,4.645,5.7
tm414340,MOVIE,2018,Unknown,91,['comedy'],['US'],0.0,tt6342110,5.6,732.0,3.649,5.6
tm197806,MOVIE,2017,Unknown,105,"['drama', 'comedy']",['US'],0.0,tt4157510,6.8,605.0,2.197,7.0
tm361161,MOVIE,2017,PG-13,45,"['fantasy', 'comedy', 'family', 'scifi', 'animation']",['GB'],0.0,tt7713204,4.9,149.0,7.139,5.2
ts86302,SHOW,2018,TV-14,30,"['comedy', 'drama']",['ID'],2.0,tt9545904,7.8,129.0,5.449,6.0
tm431169,MOVIE,2018,Unknown,97,"['documentation', 'sport']","['TW', 'US']",0.0,tt8234502,7.2,465.0,2.399,6.3
tm344562,MOVIE,2017,Unknown,109,"['drama', 'romance']",['LB'],0.0,tt6350558,6.6,227.0,0.6,8.0
tm363878,MOVIE,2018,Unknown,157,"['thriller', 'action', 'drama']",['IN'],0.0,tt6774212,5.2,4671.0,6.455,5.5
ts84038,SHOW,2018,Unknown,45,['reality'],['US'],1.0,tt8893566,7.0,426.0,2.537,8.8
tm426238,MOVIE,2018,Unknown,120,"['drama', 'romance', 'action']",['MY'],0.0,tt8595708,6.7,594.0,1.532,5.9
ts74805,SHOW,2018,TV-G,34,[],['US'],1.0,tt7204366,6.3,233.0,3.593,6.2
tm518107,MOVIE,2017,Unknown,111,['drama'],['NG'],0.0,tt7125822,5.7,55.0,1.349,6.5
tm404449,MOVIE,2018,Unknown,80,['documentation'],['MX'],0.0,tt8219520,7.4,204.0,5.503,6.6
tm323602,MOVIE,2017,Unknown,92,"['drama', 'comedy', 'european']",['FR'],0.0,tt6194540,5.8,362.0,4.249,6.0
tm438250,MOVIE,2018,Unknown,50,"['comedy', 'sport']","['MX', 'AR']",0.0,tt9154584,6.2,493.0,3.708,5.9
tm351181,MOVIE,2017,PG-13,111,"['drama', 'comedy']",['TR'],0.0,tt7533878,5.7,2113.0,5.467,5.5
tm374395,MOVIE,2018,PG-13,161,"['thriller', 'action', 'crime', 'drama']",['IN'],0.0,tt7933564,6.0,258.0,1.411,4.8
tm360763,MOVIE,2017,Unknown,125,"['drama', 'romance']",['ID'],0.0,tt7128070,5.9,603.0,2.623,6.8
tm423802,MOVIE,2018,PG-13,66,['comedy'],['AR'],0.0,tt7607400,7.5,1516.0,1.83,7.4
tm442805,MOVIE,2018,PG-13,116,['comedy'],['TR'],0.0,tt8748256,5.8,3217.0,3.115,6.2
tm345960,MOVIE,2017,Unknown,53,['comedy'],['MX'],0.0,tt7183082,6.3,68.0,1.403,6.5
tm319127,MOVIE,2017,Unknown,65,['comedy'],"['US', 'IN']",0.0,tt6822400,6.9,1697.0,3.13,6.9
tm430666,MOVIE,2018,Unknown,111,"['horror', 'comedy']",['MY'],0.0,tt8757960,5.6,677.0,2.209,6.9
tm431214,MOVIE,2017,Unknown,105,"['scifi', 'action', 'comedy']",['KW'],0.0,tt6225842,6.0,94.0,0.6,6.5
tm369315,MOVIE,2018,Unknown,105,"['thriller', 'drama']",['IN'],0.0,tt7981260,3.4,1004.0,2.785,4.2
tm408781,MOVIE,2018,PG-13,155,"['drama', 'comedy', 'crime', 'romance', 'action']",['PK'],0.0,tt8043306,7.3,3569.0,3.782,7.6
tm361633,MOVIE,2017,Unknown,104,['comedy'],['GH'],0.0,tt6950250,4.1,208.0,2.255,2.8
tm327636,MOVIE,2017,Unknown,66,"['comedy', 'documentation']",['US'],0.0,tt7183876,6.1,498.0,2.915,6.3
ts119220,SHOW,2017,TV-MA,34,['documentation'],['US'],3.0,tt7178034,7.2,86.0,0.6,7.5
tm349418,MOVIE,2018,Unknown,90,"['comedy', 'romance']",['NG'],0.0,tt7229730,5.5,276.0,2.243,4.4
ts85250,SHOW,2018,TV-Y7,19,"['fantasy', 'animation', 'action']",['US'],1.0,tt9203064,7.7,91.0,5.562,9.0
tm153164,MOVIE,2017,Unknown,140,['thriller'],['IN'],0.0,tt3407614,6.6,1032.0,2.088,7.1
ts56251,SHOW,2017,TV-14,24,"['scifi', 'animation', 'action', 'drama']",['JP'],1.0,tt7161218,6.2,320.0,2.72,6.3
tm346398,MOVIE,2017,Unknown,56,"['comedy', 'documentation']",['US'],0.0,tt6892378,7.3,921.0,2.828,7.0
tm305227,MOVIE,2017,Unknown,77,['comedy'],['MX'],0.0,tt6502534,5.4,98.0,1.124,6.3
tm446104,MOVIE,2018,G,114,"['fantasy', 'comedy']",['PH'],0.0,tt9270416,3.6,212.0,1.688,6.1
tm459024,MOVIE,2017,Unknown,66,"['documentation', 'european']","['AR', 'IT']",0.0,tt7321504,6.3,211.0,1.4,6.0
tm373864,MOVIE,2018,Unknown,60,['comedy'],['AR'],0.0,tt8004552,6.1,121.0,1.156,5.5
tm306680,MOVIE,2017,Unknown,95,"['comedy', 'european']",['XX'],0.0,tt6522846,5.2,129.0,1.132,6.0
tm286520,MOVIE,2017,Unknown,73,['comedy'],['US'],0.0,tt6090102,7.1,2381.0,4.898,7.0
tm447261,MOVIE,2018,Unknown,58,"['comedy', 'drama', 'family']",['US'],0.0,tt9315418,6.7,5633.0,8.311,6.9
tm307698,MOVIE,2017,Unknown,120,"['romance', 'drama']",['PH'],0.0,tt6544850,6.2,572.0,3.375,6.4
tm244277,MOVIE,2017,Unknown,125,"['comedy', 'action', 'romance', 'family', 'drama']",['IN'],0.0,tt6734886,7.4,1725.0,2.594,7.1
tm376844,MOVIE,2018,PG-13,89,['comedy'],"['MX', 'CO']",0.0,tt8007436,3.7,280.0,7.002,5.3
tm814861,MOVIE,2018,Unknown,108,['drama'],['IN'],0.0,tt6514218,5.6,274.0,1.384,6.0
tm346390,MOVIE,2017,Unknown,63,['comedy'],['US'],0.0,tt6794448,5.7,151.0,2.044,6.5
tm313118,MOVIE,2017,G,95,"['comedy', 'romance']",['TR'],0.0,tt6555772,5.6,3216.0,1.609,5.2
tm423315,MOVIE,2017,Unknown,74,['documentation'],['PE'],0.0,tt8026108,6.5,126.0,1.16,5.5
tm417488,MOVIE,2018,Unknown,104,['comedy'],['EG'],0.0,tt8665900,6.1,987.0,1.558,5.6
tm353791,MOVIE,2017,Unknown,128,"['drama', 'comedy']",['PH'],0.0,tt7502214,7.7,456.0,3.045,8.5
tm444576,MOVIE,2018,PG,90,"['family', 'comedy']",['US'],0.0,tt8861786,3.6,248.0,6.999,5.7
tm434776,MOVIE,2018,Unknown,56,"['comedy', 'documentation']",['US'],0.0,tt9060526,7.3,799.0,2.008,5.7
tm445258,MOVIE,2018,Unknown,102,['comedy'],['XX'],0.0,tt8852242,6.2,180.0,1.4,7.0
ts82160,SHOW,2018,TV-Y7,24,"['action', 'family', 'animation', 'comedy']",['US'],4.0,tt7758552,6.8,249.0,4.753,8.5
tm364769,MOVIE,2017,Unknown,138,['drama'],"['IN', 'NP']",0.0,tt6940696,7.5,397.0,1.234,8.1
tm411508,MOVIE,2017,Unknown,132,"['comedy', 'drama']",['IN'],0.0,tt5910902,5.9,83.0,1.134,2.0
tm319477,MOVIE,2017,Unknown,52,"['crime', 'comedy', 'drama', 'history', 'documentation']",['US'],0.0,tt6624312,5.8,601.0,2.444,5.2
tm433215,MOVIE,2018,Unknown,104,"['drama', 'romance']",['PH'],0.0,tt8835552,6.4,267.0,1.256,8.2
tm456983,MOVIE,2018,Unknown,134,"['drama', 'action']",['IN'],0.0,tt8826936,5.6,362.0,1.291,5.0
tm320756,MOVIE,2017,Unknown,60,['comedy'],['XX'],0.0,tt6680270,6.1,1202.0,3.558,6.4
tm466084,MOVIE,2018,Unknown,93,"['documentation', 'european']",['FR'],0.0,tt8413624,6.8,43.0,0.973,9.3
tm430459,MOVIE,2018,Unknown,87,"['fantasy', 'scifi', 'action', 'horror', 'western', 'family']",['MX'],0.0,tt6487242,3.4,48.0,18.818,5.3
tm413266,MOVIE,2018,G,87,"['comedy', 'family']","['CA', 'JP', 'US']",0.0,tt7322864,3.8,207.0,5.884,5.7
tm404569,MOVIE,2017,Unknown,126,"['comedy', 'drama', 'family']",['IN'],0.0,tt6949882,6.8,121.0,0.893,6.0
tm325610,MOVIE,2017,Unknown,65,"['comedy', 'documentation']",['US'],0.0,tt7068896,6.5,1720.0,2.801,6.2
tm1063790,MOVIE,2017,Unknown,94,"['romance', 'comedy']",['CM'],0.0,tt15007420,4.0,11.0,1.674,2.0
tm358239,MOVIE,2017,PG,66,['comedy'],['US'],0.0,tt7288084,6.1,427.0,3.191,6.1
tm354136,MOVIE,2017,Unknown,52,['comedy'],['MX'],0.0,tt7520228,6.6,73.0,0.6,6.7
ts54112,SHOW,2017,TV-PG,80,['drama'],['TW'],1.0,tt7034962,7.8,106.0,2.107,7.0
tm411649,MOVIE,2017,Unknown,134,"['comedy', 'drama']",['IN'],0.0,tt9537072,5.7,48.0,0.932,6.5
tm350945,MOVIE,2017,Unknown,102,"['drama', 'comedy', 'romance']",['ID'],0.0,tt8425410,7.4,920.0,2.403,7.8
tm244310,MOVIE,2018,Unknown,122,['drama'],['IN'],0.0,tt7794052,8.6,1810.0,2.764,7.4
tm370781,MOVIE,2018,Unknown,76,['comedy'],['CL'],0.0,tt7663776,5.1,82.0,1.874,7.3
tm376709,MOVIE,2018,Unknown,77,['comedy'],"['CL', 'MX', 'US']",0.0,tt7607260,4.8,71.0,1.815,6.0
tm368284,MOVIE,2018,Unknown,62,['comedy'],['CO'],0.0,tt7606464,4.0,42.0,1.4,4.0
tm328041,MOVIE,2017,Unknown,102,['drama'],"['IN', 'BD']",0.0,tt5513920,6.2,1863.0,2.045,5.7
tm375836,MOVIE,2018,R,59,['comedy'],['LB'],0.0,tt8081748,5.5,144.0,1.76,7.0
tm358370,MOVIE,2017,Unknown,117,"['romance', 'comedy', 'drama']",['IN'],0.0,tt7647198,7.3,933.0,1.418,8.2
tm367105,MOVIE,2018,Unknown,60,['comedy'],['CO'],0.0,tt7607558,4.9,69.0,1.132,5.0
tm289882,MOVIE,2017,Unknown,116,"['thriller', 'drama']",['PH'],0.0,tt6159150,6.6,781.0,3.189,6.5
tm370472,MOVIE,2018,Unknown,53,"['comedy', 'documentation']",['XX'],0.0,tt7924764,5.9,232.0,1.431,4.6
tm369453,MOVIE,2018,Unknown,57,['comedy'],['MX'],0.0,tt7607492,6.7,80.0,1.414,6.2
tm426367,MOVIE,2018,PG-13,56,['comedy'],['MX'],0.0,tt7607498,6.6,39.0,1.4,7.0
tm438005,MOVIE,2018,Unknown,122,"['drama', 'romance']",['PH'],0.0,tt9060390,6.0,149.0,1.572,5.9
tm416134,MOVIE,2018,Unknown,63,['comedy'],['AR'],0.0,tt7607332,6.3,57.0,1.179,6.5
