id,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm245722,MOVIE,2016,Unknown,86,"['drama', 'comedy']",['US'],0.0,tt5078796,5.0,1503.0,4.043,5.2
tm245911,MOVIE,2016,PG-13,130,"['drama', 'history', 'war', 'european']",['ES'],0.0,tt5698568,6.5,3281.0,9.711,6.5
tm244079,MOVIE,2016,Unknown,80,['comedy'],['MX'],0.0,tt5886430,7.3,299.0,2.319,7.4
tm266629,MOVIE,2016,Unknown,73,['comedy'],['US'],0.0,tt5946232,6.5,1882.0,3.53,6.7
ts52950,SHOW,2016,TV-14,36,"['comedy', 'drama']",['TW'],1.0,tt6954524,7.7,98.0,4.001,8.0
tm215911,MOVIE,2015,Unknown,90,"['horror', 'thriller', 'fantasy']",['IN'],0.0,tt3724898,2.8,825.0,2.932,2.9
tm232855,MOVIE,2016,Unknown,126,"['comedy', 'drama']",['PH'],0.0,tt3860092,7.1,328.0,2.675,8.1
tm257629,MOVIE,2016,Unknown,90,['thriller'],['US'],0.0,tt5233106,2.7,382.0,3.26,3.6
tm234773,MOVIE,2015,Unknown,98,['documentation'],['GB'],0.0,tt4334636,7.4,1158.0,2.802,6.8
tm208713,MOVIE,2015,PG-13,130,"['drama', 'action', 'crime', 'comedy']",['IN'],0.0,tt2424988,7.2,24676.0,6.772,7.2
tm218683,MOVIE,2015,Unknown,39,['comedy'],['XX'],0.0,tt3521770,7.3,78.0,1.784,6.5
tm234466,MOVIE,2016,PG,97,"['thriller', 'drama', 'romance', 'family']",['BR'],0.0,tt4789272,5.4,230.0,3.027,6.0
ts78442,SHOW,2016,TV-MA,29,['documentation'],['US'],2.0,tt5697642,6.8,583.0,2.274,7.8
tm340927,MOVIE,2016,G,109,"['animation', 'comedy']",['IN'],0.0,tt6278732,6.8,157.0,1.903,9.0
tm311456,MOVIE,2016,Unknown,107,['comedy'],['TR'],0.0,tt5748380,6.2,2667.0,1.91,6.3
tm238717,MOVIE,2016,Unknown,88,"['romance', 'comedy']",['SA'],0.0,tt5435084,6.3,1681.0,1.775,6.5
ts42347,SHOW,2016,TV-Y,20,"['animation', 'family']",['US'],5.0,tt5235950,5.7,349.0,7.049,8.3
tm233015,MOVIE,2016,Unknown,131,"['drama', 'romance']",['IN'],0.0,tt4399594,5.4,4787.0,3.791,5.8
tm211273,MOVIE,2015,Unknown,78,['comedy'],['US'],0.0,tt4705606,6.8,1506.0,5.005,6.9
tm230927,MOVIE,2015,R,82,['comedy'],['US'],0.0,tt3730510,5.3,1824.0,6.561,5.7
tm273933,MOVIE,2016,Unknown,61,"['comedy', 'music']",['US'],0.0,tt5861260,6.0,503.0,3.124,5.7
tm245293,MOVIE,2016,Unknown,119,"['drama', 'comedy']",['IN'],0.0,tt4990516,7.8,1649.0,1.682,7.0
tm270982,MOVIE,2016,Unknown,98,"['drama', 'european']",['NL'],0.0,tt5712152,6.7,1692.0,4.299,6.4
ts51367,SHOW,2016,TV-MA,30,"['action', 'crime', 'drama', 'comedy']",['CA'],2.0,tt5937754,7.0,2285.0,7.035,6.2
tm274053,MOVIE,2016,Unknown,83,"['documentation', 'comedy', 'drama']",['US'],0.0,tt4991844,6.6,737.0,4.968,5.9
tm137557,MOVIE,2015,Unknown,93,"['drama', 'crime', 'romance']",['GB'],0.0,tt4187514,5.9,758.0,2.663,4.8
tm315345,MOVIE,2016,Unknown,74,"['documentation', 'crime', 'drama', 'thriller', 'war']",['CD'],0.0,tt6290168,7.5,525.0,2.208,7.5
tm207668,MOVIE,2015,PG,154,"['music', 'drama']",['IN'],0.0,tt3679000,5.4,6258.0,5.018,5.6
tm193378,MOVIE,2015,Unknown,71,"['comedy', 'documentation']",['US'],0.0,tt4074376,6.8,2572.0,4.925,6.6
ts21876,SHOW,2015,TV-PG,45,"['drama', 'romance']",['CN'],1.0,tt6131630,6.6,185.0,9.643,6.5
tm275726,MOVIE,2016,Unknown,67,['comedy'],['MX'],0.0,tt6268852,7.0,232.0,3.98,6.7
tm307997,MOVIE,2016,Unknown,91,"['action', 'comedy', 'european']",['DE'],0.0,tt5351044,5.0,775.0,20.082,5.4
ts55556,SHOW,2015,TV-MA,46,"['family', 'drama', 'war']",['TW'],1.0,tt5231950,8.4,314.0,7.483,9.0
tm149212,MOVIE,2015,Unknown,90,"['drama', 'european', 'romance', 'family', 'documentation']","['FR', 'PT', 'SE', 'DK', 'BR']",0.0,tt4160256,7.2,674.0,2.566,7.1
tm239933,MOVIE,2016,Unknown,94,"['thriller', 'drama', 'history']",['MX'],0.0,tt5979312,5.9,644.0,9.125,6.4
tm327551,MOVIE,2016,Unknown,86,"['documentation', 'european']","['ES', 'DK']",0.0,tt5356680,7.7,279.0,2.526,7.1
tm233366,MOVIE,2016,PG-13,136,"['thriller', 'drama']",['IN'],0.0,tt4814290,7.3,12816.0,8.131,6.9
ts75897,SHOW,2016,Unknown,24,"['action', 'animation', 'fantasy']",['US'],2.0,tt6040768,6.9,254.0,6.244,7.4
tm263743,MOVIE,2016,Unknown,106,"['thriller', 'horror']",['ID'],0.0,tt6011480,5.2,738.0,5.963,5.3
tm247631,MOVIE,2016,Unknown,100,"['drama', 'european']",['TR'],0.0,tt4373956,6.5,2374.0,3.914,6.3
tm271974,MOVIE,2016,Unknown,82,"['family', 'animation', 'comedy', 'fantasy', 'european']",['DE'],0.0,tt5858122,5.5,353.0,5.852,5.4
tm246485,MOVIE,2016,R,120,"['horror', 'thriller', 'crime', 'drama']",['IN'],0.0,tt6684398,7.5,3310.0,3.343,6.7
ts42432,SHOW,2016,TV-14,18,['drama'],['KR'],1.0,tt10145322,6.4,25.0,3.956,6.0
tm267017,MOVIE,2016,Unknown,98,"['drama', 'comedy', 'romance', 'european']",['SE'],0.0,tt5183654,4.7,983.0,3.857,4.5
tm244842,MOVIE,2016,Unknown,107,['drama'],['PH'],0.0,tt5891626,7.3,498.0,3.296,6.3
tm247444,MOVIE,2016,PG-13,140,['comedy'],['IN'],0.0,tt5323386,6.6,328.0,2.098,8.0
ts91990,SHOW,2016,TV-MA,28,['documentation'],['US'],4.0,tt9583184,8.3,45.0,0.621,7.5
tm227044,MOVIE,2015,PG-13,144,"['romance', 'drama', 'comedy']",['IN'],0.0,tt4007558,3.6,5612.0,5.132,4.9
ts81898,SHOW,2016,Unknown,11,"['family', 'fantasy', 'animation', 'comedy']","['AU', 'GB']",3.0,tt6312916,7.5,122.0,1.284,8.0
ts38813,SHOW,2016,TV-Y7,13,"['action', 'animation', 'comedy', 'family']","['AU', 'US', 'GB']",4.0,tt6015820,5.1,47.0,3.816,7.3
tm138584,MOVIE,2015,PG,157,"['fantasy', 'drama']",['IN'],0.0,tt4338154,5.6,1910.0,1.792,6.0
ts42371,SHOW,2016,TV-PG,22,"['animation', 'comedy', 'family', 'fantasy', 'action']",['CA'],1.0,tt4358188,6.2,312.0,1.481,5.6
tm224255,MOVIE,2015,R,107,"['thriller', 'action', 'crime', 'drama']","['LB', 'QA']",0.0,tt4971824,7.1,1395.0,1.168,6.7
tm267419,MOVIE,2016,Unknown,63,"['comedy', 'documentation']",['US'],0.0,tt6023444,7.4,4447.0,4.341,6.7
tm155382,MOVIE,2015,PG-13,105,"['drama', 'thriller', 'romance']",['IN'],0.0,tt5207116,5.1,699.0,1.487,5.7
tm239764,MOVIE,2016,Unknown,74,['comedy'],['US'],0.0,tt5943936,6.4,1647.0,4.239,6.7
tm240733,MOVIE,2016,Unknown,108,"['drama', 'comedy', 'european']",['ES'],0.0,tt5089786,7.5,6167.0,9.529,7.5
tm266622,MOVIE,2016,Unknown,77,['comedy'],['US'],0.0,tt6081882,6.6,2865.0,4.549,6.4
tm244758,MOVIE,2016,Unknown,106,['comedy'],['GB'],0.0,tt3105662,4.8,928.0,3.571,4.5
tm232931,MOVIE,2016,R,67,['comedy'],['US'],0.0,tt5352432,6.6,1517.0,4.269,6.4
tm217986,MOVIE,2015,PG-13,135,"['comedy', 'drama']",['IN'],0.0,tt3422462,4.5,1273.0,2.835,6.4
tm451222,MOVIE,2015,Unknown,83,['thriller'],['SG'],0.0,tt6423578,4.8,307.0,3.034,4.0
tm233648,MOVIE,2015,Unknown,74,['comedy'],['XX'],0.0,tt5087462,6.5,1036.0,4.159,5.6
tm247767,MOVIE,2015,G,102,"['comedy', 'romance', 'drama']",['TR'],0.0,tt5348954,5.9,1248.0,3.297,4.3
ts53346,SHOW,2016,TV-PG,28,['reality'],['US'],1.0,tt6370626,3.8,501.0,1.968,5.8
tm375681,MOVIE,2016,PG-13,90,"['action', 'thriller', 'crime', 'drama']","['CN', 'HK']",0.0,tt5998744,5.2,697.0,3.625,5.7
tm238486,MOVIE,2016,Unknown,65,"['comedy', 'documentation']",['US'],0.0,tt5066564,5.6,864.0,2.977,6.4
tm232267,MOVIE,2015,Unknown,60,['comedy'],['US'],0.0,tt5339586,4.4,274.0,3.226,4.6
tm203056,MOVIE,2015,PG-13,108,"['comedy', 'fantasy', 'romance', 'drama']",['TR'],0.0,tt4899096,6.2,5031.0,4.02,5.7
tm272484,MOVIE,2016,Unknown,60,['comedy'],['US'],0.0,tt6209400,7.2,2586.0,4.977,6.8
ts81027,SHOW,2016,TV-14,13,['drama'],['KR'],5.0,tt6409112,7.0,57.0,1.214,7.5
ts86089,SHOW,2016,TV-14,10,"['drama', 'thriller', 'horror']",['KR'],1.0,tt7162436,5.0,56.0,2.682,4.0
tm198496,MOVIE,2015,Unknown,58,['comedy'],['US'],0.0,tt4530184,6.6,3247.0,6.299,6.7
ts41151,SHOW,2016,Unknown,53,['drama'],['JP'],1.0,tt5301958,7.9,798.0,5.713,7.8
tm201855,MOVIE,2015,Unknown,138,"['romance', 'comedy', 'drama']",['IN'],0.0,tt4467262,4.7,3137.0,2.601,5.6
tm240728,MOVIE,2016,Unknown,65,"['comedy', 'documentation']",['US'],0.0,tt5457520,6.8,1971.0,3.899,6.5
tm233463,MOVIE,2016,PG,108,"['comedy', 'family', 'romance', 'drama', 'fantasy']",['TR'],0.0,tt5838944,5.4,297.0,3.726,6.1
tm290157,MOVIE,2016,Unknown,91,"['documentation', 'sport']",['GB'],0.0,tt5254198,6.8,75.0,1.4,7.5
ts83450,SHOW,2016,TV-14,84,"['drama', 'crime']",['TW'],1.0,tt6506806,7.0,218.0,2.87,7.0
ts53017,SHOW,2016,TV-14,45,"['drama', 'romance']",['CN'],1.0,tt9874364,6.8,74.0,3.951,9.7
ts54117,SHOW,2016,TV-Y,24,"['animation', 'family', 'fantasy']",['CA'],3.0,tt4588068,6.2,58.0,2.504,8.0
tm271839,MOVIE,2016,Unknown,64,['comedy'],['US'],0.0,tt6217368,6.4,1483.0,5.384,6.3
tm232710,MOVIE,2015,Unknown,130,"['romance', 'drama', 'family', 'sport', 'documentation']",['PH'],0.0,tt5226380,8.6,47.0,3.425,7.1
tm234703,MOVIE,2015,Unknown,88,['horror'],['MX'],0.0,tt4990706,5.0,275.0,5.002,5.6
tm134052,MOVIE,2015,Unknown,98,"['drama', 'comedy']",['IN'],0.0,tt3995590,6.6,1463.0,4.514,5.8
tm234069,MOVIE,2015,PG-13,107,['comedy'],['TR'],0.0,tt5114588,6.4,10261.0,5.328,6.3
ts53543,SHOW,2016,TV-14,18,"['drama', 'comedy', 'fantasy', 'music']",['KR'],1.0,tt6703344,6.3,210.0,10.889,8.0
ts82475,SHOW,2016,TV-14,44,"['drama', 'family']",['SG'],1.0,tt7131688,6.1,14.0,0.967,7.5
tm278279,MOVIE,2016,Unknown,69,['documentation'],['US'],0.0,tt6045798,6.7,543.0,1.67,7.0
tm212968,MOVIE,2015,Unknown,102,"['comedy', 'drama']",['US'],0.0,tt1239242,6.1,855.0,3.109,5.4
ts41485,SHOW,2016,TV-MA,61,"['scifi', 'action', 'crime', 'drama', 'thriller']",['TR'],1.0,tt5606154,8.4,4269.0,3.44,7.8
tm211571,MOVIE,2015,PG,106,"['comedy', 'drama', 'action']",['TR'],0.0,tt4505260,4.5,3170.0,3.158,4.2
tm230478,MOVIE,2015,Unknown,67,['comedy'],['US'],0.0,tt5280664,6.5,688.0,2.743,7.3
tm244923,MOVIE,2016,PG-13,120,"['drama', 'war']",['TR'],0.0,tt5684860,7.3,3620.0,3.947,6.9
tm350374,MOVIE,2016,Unknown,90,"['drama', 'thriller']",['PK'],0.0,tt5580778,7.4,239.0,2.717,7.4
tm233570,MOVIE,2015,Unknown,119,"['comedy', 'drama', 'action']",['PH'],0.0,tt4842270,4.8,294.0,3.422,4.8
tm554110,MOVIE,2016,PG-13,105,"['drama', 'thriller']",['NG'],0.0,tt5036924,5.7,121.0,1.482,6.5
tm533845,MOVIE,2016,Unknown,29,['documentation'],['US'],0.0,tt6069058,6.1,39.0,1.225,7.0
ts84542,SHOW,2016,TV-PG,13,"['drama', 'comedy']",['KR'],1.0,tt7162434,4.1,21.0,2.159,10.0
tm242906,MOVIE,2016,Unknown,101,['drama'],['IN'],0.0,tt5877882,5.5,30.0,2.48,7.8
ts36634,SHOW,2015,TV-PG,45,"['comedy', 'drama']",['CN'],1.0,tt6058496,6.4,138.0,16.282,7.5
tm236705,MOVIE,2016,Unknown,92,['comedy'],['MX'],0.0,tt5547496,5.5,113.0,1.113,5.2
tm232947,MOVIE,2016,Unknown,94,['comedy'],"['GB', 'IN']",0.0,tt5240748,5.5,1884.0,3.764,5.6
tm233121,MOVIE,2016,PG,100,"['comedy', 'family']",['TR'],0.0,tt5191238,5.5,3524.0,2.177,5.9
tm245791,MOVIE,2016,Unknown,106,"['comedy', 'drama']",['ID'],0.0,tt5514296,7.2,1511.0,2.154,6.8
tm244577,MOVIE,2016,Unknown,105,"['romance', 'drama']",['CN'],0.0,tt6093452,6.4,998.0,6.117,6.9
tm409220,MOVIE,2016,Unknown,110,"['comedy', 'thriller', 'crime']",['NG'],0.0,tt6660922,6.7,62.0,1.061,6.0
tm549892,MOVIE,2016,Unknown,90,"['drama', 'scifi', 'thriller']",['AE'],0.0,tt5314138,1.5,382.0,1.217,6.5
ts87884,SHOW,2015,TV-14,39,['drama'],['NG'],1.0,tt10202268,7.4,32.0,0.73,7.5
tm257141,MOVIE,2016,Unknown,60,['comedy'],['US'],0.0,tt5753806,6.0,681.0,1.851,5.6
tm244635,MOVIE,2016,Unknown,95,['drama'],"['CL', 'FR']",0.0,tt4778424,5.8,273.0,5.917,4.9
tm456667,MOVIE,2015,Unknown,90,['action'],[],0.0,tt7254796,4.4,74.0,0.6,6.5
tm198842,MOVIE,2015,PG,97,['comedy'],['TR'],0.0,tt4324242,5.2,1891.0,2.834,5.1
tm211424,MOVIE,2015,PG-13,129,"['comedy', 'drama']",['IN'],0.0,tt4354740,6.3,2237.0,2.129,6.8
tm286268,MOVIE,2016,Unknown,56,['documentation'],['US'],0.0,tt6475636,5.2,117.0,2.578,3.7
tm244380,MOVIE,2016,Unknown,132,"['drama', 'romance']",['PH'],0.0,tt5755912,6.9,749.0,2.518,6.1
tm540757,MOVIE,2016,Unknown,110,['drama'],['IN'],0.0,tt5714802,6.6,88.0,1.384,6.5
tm267112,MOVIE,2016,Unknown,90,"['thriller', 'european']",['FR'],0.0,tt2174084,5.1,294.0,1.943,4.8
tm245042,MOVIE,2016,Unknown,112,"['drama', 'sport']",['IN'],0.0,tt5805252,7.6,1479.0,1.584,6.1
tm198786,MOVIE,2015,Unknown,115,"['romance', 'drama', 'comedy']",['PH'],0.0,tt4377918,7.2,828.0,3.591,6.9
tm226320,MOVIE,2015,PG-13,100,"['comedy', 'action', 'drama']",['TR'],0.0,tt5274684,6.8,8920.0,5.414,6.7
tm424879,MOVIE,2016,Unknown,95,"['action', 'drama']",['JP'],0.0,tt5659164,6.7,177.0,4.283,6.0
ts36741,SHOW,2015,TV-14,60,"['crime', 'drama']",['RU'],1.0,tt4567218,6.7,195.0,2.355,7.3
tm214589,MOVIE,2015,Unknown,117,"['drama', 'music', 'romance']",['PH'],0.0,tt4628812,6.5,303.0,0.862,6.8
ts35963,SHOW,2015,TV-14,45,"['drama', 'romance']",['CN'],1.0,tt5053036,7.7,28.0,0.992,7.5
tm279828,MOVIE,2016,Unknown,116,['romance'],['PH'],0.0,tt6271264,6.9,371.0,2.128,6.4
tm571645,MOVIE,2015,R,93,['comedy'],['US'],0.0,tt4172758,6.9,76.0,1.839,7.0
tm247159,MOVIE,2016,Unknown,95,"['romance', 'drama', 'comedy']",['VN'],0.0,tt5357902,4.8,98.0,1.552,6.0
tm295349,MOVIE,2016,Unknown,31,['comedy'],['MX'],0.0,tt6475778,5.7,67.0,1.034,5.7
tm205333,MOVIE,2015,Unknown,116,"['comedy', 'romance']",['PH'],0.0,tt4489160,6.3,272.0,1.888,8.1
tm231911,MOVIE,2015,Unknown,122,"['romance', 'drama']",['PH'],0.0,tt4944460,7.1,491.0,2.321,7.9
tm139590,MOVIE,2015,Unknown,100,"['comedy', 'drama']",['HK'],0.0,tt1929433,4.3,368.0,2.088,4.2
tm283909,MOVIE,2016,Unknown,115,['comedy'],['PH'],0.0,tt6271110,4.5,204.0,1.957,6.7
tm407961,MOVIE,2015,Unknown,97,"['drama', 'crime']",['NG'],0.0,tt4527090,5.0,50.0,2.123,5.0
tm207734,MOVIE,2015,R,83,"['comedy', 'documentation']",['US'],0.0,tt4624852,6.4,1535.0,4.419,6.2
tm247396,MOVIE,2015,Unknown,28,['documentation'],['US'],0.0,tt4677816,6.6,32.0,1.258,7.0
tm225416,MOVIE,2015,Unknown,88,['comedy'],['US'],0.0,tt4841640,3.7,160.0,2.38,5.1
tm282988,MOVIE,2016,Unknown,68,"['comedy', 'european']",['DE'],0.0,tt6959666,4.8,67.0,1.074,6.2
tm246810,MOVIE,2016,Unknown,112,"['comedy', 'crime', 'drama']",['IN'],0.0,tt2909396,2.7,282.0,1.729,3.8
ts249161,SHOW,2015,TV-14,42,"['drama', 'music']",['EG'],1.0,tt5528490,7.2,143.0,10.637,7.5
tm252609,MOVIE,2016,PG-13,118,"['romance', 'drama']",['NG'],0.0,tt2385126,5.6,220.0,1.73,7.2
ts248736,SHOW,2016,TV-14,45,['drama'],['NG'],1.0,tt7128052,7.4,100.0,10.637,7.5
tm528287,MOVIE,2015,Unknown,62,['animation'],[],0.0,tt6418390,6.5,12.0,7.1405,6.5
tm562821,MOVIE,2015,Unknown,80,"['comedy', 'horror', 'thriller']",['AE'],0.0,tt4658908,5.3,59.0,7.1405,6.5
tm244041,MOVIE,2016,Unknown,94,['comedy'],"['GB', 'NL']",0.0,tt6999080,4.5,30.0,0.933,5.0
tm272666,MOVIE,2016,Unknown,130,"['romance', 'drama']",['PH'],0.0,tt5755796,5.8,188.0,1.075,6.5
tm219739,MOVIE,2015,Unknown,125,"['romance', 'drama']",['PH'],0.0,tt4202506,6.2,256.0,1.68,5.7
ts53513,SHOW,2016,TV-14,44,"['scifi', 'drama']",['TW'],1.0,tt6273088,8.0,106.0,4.257,8.8
tm232090,MOVIE,2015,PG-13,82,['documentation'],['US'],0.0,tt5073746,5.4,473.0,2.688,5.7
tm317850,MOVIE,2016,Unknown,75,['comedy'],['NG'],0.0,tt8332742,6.0,23.0,1.4,5.0
tm235005,MOVIE,2015,Unknown,106,"['thriller', 'drama', 'action']","['CA', 'NG']",0.0,tt8007138,5.1,183.0,2.128,6.5
tm296203,MOVIE,2016,PG-13,93,"['romance', 'family', 'comedy']",['TR'],0.0,tt6379048,5.4,874.0,1.645,5.1
ts83535,SHOW,2015,Unknown,25,['animation'],"['FR', 'RU', 'US']",3.0,tt4210022,6.0,57.0,8.408,8.0
tm350727,MOVIE,2016,R,96,"['drama', 'thriller', 'action', 'crime', 'sport']",['AE'],0.0,tt6200274,2.1,250.0,1.618,6.2
tm245050,MOVIE,2016,Unknown,100,"['drama', 'comedy']",['NG'],0.0,tt5811182,5.1,121.0,1.974,6.5
tm212909,MOVIE,2015,Unknown,107,"['drama', 'comedy', 'romance']",['PH'],0.0,tt3837166,6.3,502.0,2.99,7.5
ts38703,SHOW,2016,TV-PG,37,"['comedy', 'drama']",['KR'],1.0,tt5546516,6.9,103.0,6.772,5.4
ts83449,SHOW,2016,TV-14,87,['family'],['TW'],1.0,tt6093070,5.5,325.0,4.504,9.0
tm271333,MOVIE,2016,Unknown,118,"['comedy', 'romance']",['PH'],0.0,tt6088634,6.1,267.0,2.677,5.6
tm421382,MOVIE,2016,Unknown,113,['drama'],['IN'],0.0,tt6115284,6.2,33.0,0.653,6.5
tm368725,MOVIE,2015,Unknown,107,"['comedy', 'european', 'romance']",['RO'],0.0,tt3764686,6.0,365.0,1.4,7.0
tm234735,MOVIE,2015,Unknown,98,"['drama', 'animation', 'family', 'music']",['IN'],0.0,tt4396648,6.0,399.0,1.229,7.3
tm239078,MOVIE,2016,PG-13,16,"['drama', 'sport']",['US'],0.0,tt9769714,5.3,157.0,0.6,4.0
ts53864,SHOW,2017,TV-MA,60,"['crime', 'thriller', 'drama']",['US'],4.0,tt5071412,8.5,278223.0,290.316,8.2
ts77795,SHOW,2018,TV-MA,25,['comedy'],['GB'],3.0,tt7120662,8.4,28718.0,27.308,8.2
ts56683,SHOW,2017,TV-MA,45,"['crime', 'thriller', 'drama']",['US'],4.0,tt6048596,7.9,117055.0,65.193,7.5
tm239091,MOVIE,2017,R,164,"['scifi', 'thriller', 'action', 'drama']","['CA', 'HU', 'MX', 'ES', 'GB', 'US']",0.0,tt1856101,8.0,539864.0,61.861,7.5
ts55668,SHOW,2017,TV-MA,56,"['scifi', 'crime', 'drama', 'thriller']",['DE'],3.0,tt5753856,8.7,354443.0,152.46,8.4
tm310953,MOVIE,2018,R,111,"['fantasy', 'scifi', 'drama', 'comedy']",['US'],0.0,tt5688932,6.9,75653.0,14.691,6.8
tm232797,MOVIE,2017,PG-13,107,"['drama', 'history', 'thriller', 'war', 'action', 'european']","['US', 'FR', 'NL', 'GB']",0.0,tt5013056,7.8,619645.0,33.05,7.5
tm244259,MOVIE,2017,R,106,"['thriller', 'crime', 'drama', 'western']","['FR', 'GB', 'US']",0.0,tt6185846,7.7,240408.0,32.096,7.4
tm315344,MOVIE,2017,R,140,"['drama', 'crime', 'sport']","['CA', 'US', 'CN']",0.0,tt4209788,7.4,165817.0,21.304,7.1
ts53023,SHOW,2017,TV-14,42,"['thriller', 'drama', 'romance', 'crime']",['US'],6.0,tt5420376,6.7,139154.0,369.341,8.5
ts81064,SHOW,2018,TV-14,42,"['scifi', 'drama', 'fantasy', 'horror']",['US'],4.0,tt8103070,7.3,28877.0,270.461,8.5
ts42405,SHOW,2017,TV-MA,53,"['crime', 'drama', 'thriller']",['US'],2.0,tt5290382,8.6,261429.0,45.108,8.0
tm318206,MOVIE,2018,R,140,"['thriller', 'action', 'crime', 'drama']",['US'],0.0,tt1259528,7.0,107701.0,55.531,6.7
ts83970,SHOW,2018,TV-14,42,"['drama', 'sport']",['US'],4.0,tt7414406,7.6,9704.0,65.499,8.2
tm315174,MOVIE,2017,R,130,"['romance', 'drama']","['US', 'GB']",0.0,tt5776858,7.4,128600.0,18.165,7.3
ts81294,SHOW,2018,TV-14,42,"['scifi', 'drama', 'thriller']",['US'],3.0,tt8421350,7.1,50145.0,87.315,7.7
ts78305,SHOW,2018,TV-MA,48,"['crime', 'drama', 'thriller']",['ES'],5.0,tt7134908,7.4,73062.0,531.821,8.1
ts78801,SHOW,2018,TV-14,31,"['action', 'comedy', 'drama', 'sport']",['US'],5.0,tt7221388,8.6,163858.0,385.985,8.2
ts79813,SHOW,2018,TV-MA,47,"['thriller', 'crime', 'drama', 'romance']",['US'],3.0,tt7335184,7.7,225949.0,80.568,8.2
ts77398,SHOW,2018,TV-PG,49,"['scifi', 'action', 'drama', 'thriller', 'family']",['US'],3.0,tt5232792,7.3,96868.0,52.535,7.6
ts56768,SHOW,2017,TV-MA,50,"['crime', 'drama', 'thriller', 'action', 'european']",['ES'],5.0,tt6468322,8.3,450797.0,1.4,7.5
tm344989,MOVIE,2017,R,94,"['drama', 'comedy']",['US'],0.0,tt4925292,7.4,277165.0,28.718,7.3
ts57120,SHOW,2018,TV-14,42,"['comedy', 'drama', 'crime']",['US'],4.0,tt6474378,7.7,49867.0,51.087,8.1
tm287684,MOVIE,2017,R,94,"['horror', 'thriller']","['GB', 'CA']",0.0,tt5638642,6.3,92788.0,35.205,6.2
ts81884,SHOW,2018,TV-MA,60,"['war', 'crime', 'drama', 'thriller', 'european']",['GB'],2.0,tt7493974,8.1,114446.0,26.109,7.9
ts75151,SHOW,2017,TV-MA,65,"['western', 'documentation', 'action', 'drama', 'crime']",['US'],1.0,tt5516154,7.6,27.0,32.203,7.8
ts54102,SHOW,2018,TV-MA,52,"['scifi', 'thriller', 'action', 'drama']",['US'],2.0,tt2261227,7.9,162018.0,59.428,7.8
ts75097,SHOW,2018,TV-MA,39,"['drama', 'scifi', 'comedy']",['US'],1.0,tt5580146,7.7,74877.0,18.19,7.4
ts84785,SHOW,2018,TV-MA,44,"['crime', 'drama']",['US'],2.0,tt15438396,7.3,20817.0,14.581,7.3
tm244220,MOVIE,2017,PG-13,125,"['drama', 'war', 'history', 'thriller', 'family']",['GB'],0.0,tt4555426,7.4,193208.0,22.688,7.4
ts42477,SHOW,2017,TV-MA,49,"['crime', 'thriller', 'drama', 'european']",['DE'],4.0,tt4378376,8.4,23256.0,25.424,7.9
ts81208,SHOW,2018,TV-14,42,"['scifi', 'drama', 'fantasy']",['US'],4.0,tt6394324,4.5,16091.0,126.643,7.4
ts58433,SHOW,2018,TV-MA,58,"['drama', 'scifi', 'horror', 'thriller']",['US'],1.0,tt6763664,8.6,226817.0,36.217,8.1
ts57850,SHOW,2017,TV-MA,43,"['scifi', 'comedy', 'thriller', 'action', 'crime', 'fantasy']",['US'],2.0,tt2452242,8.1,37747.0,12.512,7.5
ts53663,SHOW,2017,TV-MA,22,"['comedy', 'drama']",['CA'],6.0,tt6143796,7.8,14892.0,14.338,7.8
tm244364,MOVIE,2018,R,136,"['thriller', 'drama', 'horror']",['AU'],0.0,tt4068576,7.3,28196.0,29.689,7.1
ts79229,SHOW,2018,TV-MA,67,"['crime', 'documentation']",['US'],1.0,tt7768848,8.1,29298.0,13.095,7.9
ts77955,SHOW,2018,TV-14,52,['documentation'],['US'],5.0,tt7752034,8.2,4420.0,7.234,7.5
ts75879,SHOW,2017,TV-MA,27,"['animation', 'comedy', 'romance']",['US'],6.0,tt6524350,7.9,74660.0,68.109,7.8
tm420745,MOVIE,2018,Unknown,113,"['thriller', 'action', 'drama', 'scifi']","['CA', 'US']",0.0,tt5246700,5.0,51513.0,28.552,5.3
ts57465,SHOW,2017,TV-14,42,['drama'],['US'],5.0,tt6128300,7.2,21136.0,62.172,8.2
tm232500,MOVIE,2017,R,104,"['comedy', 'drama']",['US'],0.0,tt3521126,7.3,149604.0,13.876,7.1
ts54054,SHOW,2017,TV-14,43,"['drama', 'comedy', 'crime']",['US'],2.0,tt5212822,7.8,13238.0,19.835,7.3
ts55982,SHOW,2017,TV-G,46,"['drama', 'family']",['CA'],3.0,tt5421602,8.7,51001.0,147.762,8.8
tm350379,MOVIE,2018,R,91,"['horror', 'thriller', 'drama', 'european']","['FR', 'CA']",0.0,tt6195094,6.4,30444.0,67.252,7.4
tm363103,MOVIE,2017,Unknown,72,"['documentation', 'history']",['CA'],0.0,tt6854248,6.6,2176.0,4.983,6.5
ts58133,SHOW,2017,TV-14,43,"['documentation', 'crime', 'thriller', 'drama']",['US'],2.0,tt5618256,8.1,57459.0,39.681,7.7
tm425889,MOVIE,2018,R,132,"['western', 'comedy', 'drama', 'romance']",['US'],0.0,tt6412452,7.3,141528.0,35.22,7.1
